ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source
apa_stem_106,apa,go,ɨto,ɨ   t   o,,camargo2002lexico[99]
yuk_stem_107,yuk,say,ka,k   a,,largo2011yukpa[63]
ara_stem_108,ara,be,it͡ʃi,i   t ͡ ʃ   i,,alves2017arara[153]
ara_stem_109,ara,be,ap,a   p,,alves2017arara[200]
car_stem_110,car,be,et͡ʃi,e   t ͡ ʃ   i,,guerrero2019carijo[92]
hix_stem_111,hix,be,ah,a   h,,hixkaryanaderby1985[197]
hix_stem_112,hix,be,eʃe,e   ʃ   e,,hixkaryanaderby1985[198]
ikp_stem_113,ikp,be,et͡ʃi,e   t ͡ ʃ   i,,ikpengpacheco2001[139]
aku_stem_114,aku,be,a,a,,meira1998proto[115]
car_stem_115,car,be,a,a,,meira1998proto[115]
tri_stem_116,tri,be,a,a,,meira1998proto[115]
yuk_stem_117,yuk,be,a,a,,meira2006syntactic[142]
yuk_stem_118,yuk,be,e,e,,meira2006syntactic[143]
wai_stem_119,wai,be,a,a,,pc[Spike Gildea]
wai_stem_120,wai,be,eeʃi,e e   ʃ   i,,pc[Spike Gildea]
tri_stem_121,tri,be,ei,e   i,,triomeira1999[339]
bak_stem_122,bak,be,a,a,,von1892bakairi[130]
bak_stem_123,bak,be,i,i,,von1892bakairi[397]
ikp_stem_124,ikp,be,et͡ʃi,e   t ͡ ʃ   i,,ikpengpacheco2001[139]
PPek_stem_125,PPek,be,ap,a   p,,
PTir_stem_126,PTir,be,a,a,,
aku_stem_127,aku,be,eʔi,e   ʔ   i,,meira1998proto[165]
PPek_stem_128,PPek,be,et͡ʃi,e   t ͡ ʃ   i,,
PTir_stem_129,PTir,be,eʔi,e   ʔ   i,,
PWai_stem_130,PWai,be,eʃi,e   ʃ   i,,
PWai_stem_131,PWai,be,ah,a   h,,
mak_stem_132,mak,be,ei,e   i,,maquiritaricaceres2011[292]
PWai_stem_133,PWai,say,ka[s],k   a   s,,
PWai_stem_134,PWai,go,[ɨ]to[m],ɨ   t   o   m,,
PWai_stem_135,PWai,bathe_intr,eeɸɨ,e e   +   ɸ   ɨ,,
PPek_stem_136,PPek,come,ədepɨ,ə   d   +   e   p   ɨ,,
PPek_stem_137,PPek,come,epɨ,e   p   ɨ,,
PPek_stem_138,PPek,go,ɨtə[n],ɨ   t   ə   n,,
PPek_stem_139,PPek,say,ke,k   e,,
PPek_stem_140,PPek,bathe_intr,ipɨ,i   +   p   ɨ,,
PTir_stem_141,PTir,come,əʔepɨ,ə   ʔ   +   e   p   ɨ,,
PTir_stem_142,PTir,go,[ə]tə[mɨ],ə   t   ə   m   ɨ,,
PTir_stem_143,PTir,say,ka,k   a,,
PTir_stem_144,PTir,bathe_intr,epɨ,e   +   p   ɨ,,
aku_stem_145,aku,bathe_intr,epɨ,e   +   p   ɨ,,gildea1994akuriyo[87]
PTir_stem_146,PTir,go_down,ɨhtə,ɨ   h   t   ə,,
PTir_stem_147,PTir,sleep,əənɨkɨ,ə ə   +   n   ɨ   k   ɨ,,
aku_stem_148,aku,sleep,əənɨkɨ,ə ə   +   n   ɨ   k   ɨ,,gildea1994akuriyo[87]
tri_stem_149,tri,sleep,əənɨkɨ,ə ə   +   n   ɨ   k   ɨ,,triomeira1999[294]
PTir_stem_150,PTir,come,epɨ,e   p   ɨ,,
PPek_stem_151,PPek,say,ge,g   e,,
uxc_stem_152,uxc,come,i,i,,franchetto1986kuikurotexts[42]
wmr_stem_153,wmr,go,ɨʔ,ɨ   ʔ,,lacerda1991waimiri[14]
ebak_stem_154,ebak,,ɨtəgɨ,ɨ   t   ə   +   g   ɨ,,meiraDBebakairi
wbak_stem_155,wbak,,itəgue,i   t   ə   +   g   u   e,,meiraDBwbakairi
kax_stem_156,kax,bathe_intr,eehɨ,e e   +   h   ɨ,,pc[Spike Gildea]
kax_stem_157,kax,bathe_tr,ɨhɨ,ɨ   h   ɨ,,pc[Spike Gildea]
hix_stem_158,hix,bathe_intr,ewehɨ,e   w   e   +   h   ɨ,,hixkaryanaderby1979[198]
hix_stem_159,hix,bathe_tr,ɨhɨ,ɨ   h   ɨ,,hixkaryanaderby1979[198]
wai_stem_160,wai,bathe_intr,ejeɸu,e   j   e   +   ɸ   u,,waiwaihawkins1998[203]
wai_stem_161,wai,bathe_tr,pɨ,p   ɨ,,waiwaihawkins1998[192]
ara_stem_162,ara,bathe_intr,ibɨ,i   +   b   ɨ,,alves2017arara[150]
ara_stem_163,ara,bathe_tr,ɨbɨ,ɨ   b   ɨ,,alves2017arara[58]
ikp_stem_164,ikp,bathe_intr,ip,i   +   p,,ikpengpacheco1997[103]
ikp_stem_165,ikp,bathe_tr,ɨp,ɨ   p,,campetela1997analise[123]
bak_stem_166,bak,bathe_intr,i,i,,meira2003bakairi[4]
bak_stem_167,bak,bathe_tr,ɨ,ɨ,,meira2005bakairi[285]
tri_stem_168,tri,bathe_intr,epɨ,e   +   p   ɨ,,triomeira1999[697]
tri_stem_169,tri,bathe_tr,pɨ,p   ɨ,,triomeira1999[697]
aku_stem_170,aku,bathe_intr,epɨ,e   +   p   ɨ,,gildea1994akuriyo[87]
aku_stem_171,aku,bathe_tr,pɨ,p   ɨ,,gildea1994akuriyo[87]
way_stem_172,way,bathe_intr,epɨ,e   +   p   ɨ,,camargo2010wayana[24]
way_stem_173,way,bathe_tr,upɨ,u   p   ɨ,,camargo2010wayana[52]
apa_stem_174,apa,bathe_intr,epɨ,e   +   p   ɨ,,meira2000split[218]
apa_stem_175,apa,bathe_tr,pɨ,p   ɨ,,meira2000split[218]
kar_stem_176,kar,bathe_intr,ekupi,e   +   k   u   p   i,,courtz2008carib[304]
kar_stem_177,kar,bathe_tr,kupi,k   u   p   i,,courtz2008carib[304]
mak_stem_178,mak,bathe_intr,eʔhi,e   +   ʔ   h   i,,maquiritaricaceres2011[439]
mak_stem_179,mak,bathe_tr,ɨhɨ,ɨ   h   ɨ,,maquiritaricaceres2011[454]
kap_stem_180,kap,bathe_intr,ekuʔpi,e   +   k   u   ʔ   p   i,Unexpected glottal stop.,stegeman2014akawaio[37]
kap_stem_181,kap,bathe_tr,kuʔpi,k   u   ʔ   p   i,Unexpected glottal stop.,stegeman2014akawaio[37]
pem_stem_182,pem,bathe_intr,ekupɨ,e   +   k   u   p   ɨ,,pemondearmellada1944dic[34]
pem_stem_183,pem,bathe_tr,pɨ,p   ɨ,,pemondearmellada1944dic[129]
pan_stem_184,pan,bathe_intr,akupɨ,a   +   k   u   p   ɨ,Only detransitivized form not based on *e-.,mattei1994diccionario[8]
pan_stem_185,pan,bathe_tr,kupɨ,k   u   p   ɨ,,mattei1994diccionario[294]
pan_stem_186,pan,bathe_tr,ɨpɨ,ɨ   p   ɨ,,mattei1994diccionario[294]
ara_other_0,ara,DAT,wɨna,w   ɨ   n   a,Form in source: .,alves2017arara[143]
ikp_other_1,ikp,DAT,ɨna,ɨ   n   a,Form in source: .,ikpengpacheco2001[164]
ara_other_2,ara,dog,wokori,w   o   k   o   r   i,Form in source: .,desouza2010arara[9]
ikp_other_3,ikp,dog,akari,a   k   a   r   i,Form in source: .,ikpengpacheco2001[21]
ara_other_4,ara,capuchin_monkey,tawe,t   a   w   e,Form in source: .,desouza2010arara[9]
ikp_other_5,ikp,capuchin_monkey,tae,t   a   e,Form in source: .,ikpengpacheco2001[21]
ara_other_6,ara,sleep,wɨnkɨ,w   ɨ   n   k   ɨ,Form in source: o-wyngy-∅.,souza1993arara[70]
ikp_other_7,ikp,sleep,ɨnkɨ,ɨ   n   k   ɨ,Form in source: y-ɨnkɨ-t.,campetela1997analise[40]
