bathe_intr,bathe_intr,bathe_intr,sleep,sleep,sleep
PTir,tri,aku,PTir,tri,aku
t͡ʃ-epɨ-,s-epɨ-,t͡ʃ-epɨ-,t-əənɨkɨ-,t-əənɨkɨ-,k-əənɨkɨ-
m-epɨ-,m-epɨ-,m-epɨ-,m-əənɨkɨ-,m-əənɨkɨ-,m-əənɨkɨ-
ke-epɨ-,ke-epɨ-,ke-epɨ-,kɨt-əənɨkɨ-,kɨt-əənɨkɨ-,kəʔ-əənɨkɨ-
n-epɨ-,n-epɨ-,n-epɨ-,n-əənɨkɨ-,n-əənɨkɨ-,n-əənɨkɨ-
